Name,Price,Time,Location,Product,Etat,Livraison
Vetement enfants,Prix sur demande,16 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Ensemble homme,13 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Table TV VP dimension 1m40,60 000 CFA,16 heures,"Colobane, Dakar, Sénégal",Meubles,,
Hyundai Elantra 2013,4 100 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Itel S25 ultra,102 500 CFA,16 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Itel S24,70 000 CFA,16 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Toyota Rav4 2014,7 000 000 CFA,16 heures,"Fass, Dakar, Sénégal",Voitures,,
T-shirt coton,6 000 CFA,16 heures,"Dakar, Sénégal",Vêtements Homme,,
Chaussures homme,13 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Casque logitech h340,20 000 CFA,16 heures,"Fass, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
iPhone 11Pro Max -512Go,120 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Samsung Galaxy S23 ultra -256Go,329 900 CFA,16 heures,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Brodé,15 000 CFA,16 heures,"Dakar, Sénégal",Tissus & Foulards,,disponible
Getzner super manium gold,12 000 CFA,16 heures,"Dakar, Sénégal",Tissus & Foulards,,disponible
Casque logitech h390,25 000 CFA,16 heures,"Fass, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
BMW X3 2017,11 500 000 CFA,"Damel, Dakar, Sénégal",Voitures,"Damel, Dakar, Sénégal",,
Citroen C-Elyee  2017,4 000 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Voitures,,
Casque logitech h110,10 000 CFA,16 heures,"Fass, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Casque logitech h111,10 000 CFA,16 heures,"Fass, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Ford Transit Connect 2014,6 500 000 CFA,16 heures,"Fass, Dakar, Sénégal",Voitures,,
Ford Fusion 2017 titanium 4/4,6 300 000 CFA,16 heures,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Chevrolet Trax 2018,7 300 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Mitsubishi RVR 2013,5 800 000 CFA,16 heures,"Fass, Dakar, Sénégal",Voitures,,
Getzner super manium gold original,12 000 CFA,16 heures,"Dakar, Sénégal",Tissus & Foulards,,disponible
Toyota Rav4 hybrid 2020,21 500 000 CFA,16 heures,"Colobane, Dakar, Sénégal",Voitures,,
Ford Edge 2016,8 950 000 CFA,16 heures,"Colobane, Dakar, Sénégal",Voitures,,
Volkswagen Golf 6 2010,3 600 000 CFA,16 heures,"Fass, Dakar, Sénégal",Voitures,,
Xiaomi Poco F7 ultra -512Go,480 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Xiaomi Poco X7 Pro -512Go,290 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Getzner super manium gold,12 000 CFA,16 heures,"Dakar, Sénégal",Tissus & Foulards,,disponible
Barbecue pro Max à gaz avec plaque Réchaud et placard,250 000 CFA,16 heures,"Colobane, Dakar, Sénégal","Cuisinières, Gazinières & Fours",,
Getzner Super anium gold original,12 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Table TV VP,75 000 CFA,16 heures,"Colobane, Dakar, Sénégal",Meubles,,
Bassin riche,5 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Ford Transit Connect 2014,6 500 000 CFA,16 heures,"Fass, Dakar, Sénégal",Voitures,,
Ford Fusion 2017 titanium 4/4,6 300 000 CFA,16 heures,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Chevrolet Trax 2018,7 300 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Mitsubishi RVR 2013,5 800 000 CFA,16 heures,"Fass, Dakar, Sénégal",Voitures,,
Toyota Rav4 hybrid 2020,21 500 000 CFA,16 heures,"Colobane, Dakar, Sénégal",Voitures,,
Ford Edge 2016,8 950 000 CFA,16 heures,"Colobane, Dakar, Sénégal",Voitures,,
Getzner super manium gold original,12 000 CFA,16 heures,"Dakar, Sénégal",Tissus & Foulards,,disponible
Volkswagen Golf 6 2010,3 600 000 CFA,16 heures,"Fass, Dakar, Sénégal",Voitures,,
Xiaomi Poco F7 ultra -512Go,480 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Xiaomi Poco X7 Pro -512Go,290 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Getzner super manium gold,12 000 CFA,16 heures,"Dakar, Sénégal",Tissus & Foulards,,disponible
Barbecue pro Max à gaz avec plaque Réchaud et placard,250 000 CFA,16 heures,"Colobane, Dakar, Sénégal","Cuisinières, Gazinières & Fours",,
Getzner Super anium gold original,12 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Table TV VP,75 000 CFA,16 heures,"Colobane, Dakar, Sénégal",Meubles,,
Bassin riche,5 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
iPhone 12Pro -128Go,160 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Samsung Galaxy S25 ultra,580 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
T-shirt coton,6 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
One plus 13 -512Go,570 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Ensemble homme,13 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Ensemble homme,16 000 CFA,16 heures,"Dakar, Sénégal",Vêtements Homme,,disponible
Tissu,6 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Samsung Galaxy Z Flip 6,340 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Apple watch serie 10,175 000 CFA,"Guediawaye, Dakar, Sénégal",Montres connectées & GPS,"Guediawaye, Dakar, Sénégal",Produit neuf,disponible
Ensemble homme,Prix sur demande,"Dakar, Sénégal",Vêtements Homme,"Dakar, Sénégal",,disponible
Col chiffon Dubaï,15 000 CFA,16 heures,"Colobane, Dakar, Sénégal",Autres accessoires,,
Chaussures homme,18 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Drap coton,5 000 CFA,16 heures,"Dakar Plateau, Dakar, Sénégal",Linges de maison,,disponible
Iphone 15 Pro 128go esim,380 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy S21 256go,135 000 CFA,16 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,,disponible
"Friteuse à air multifonctions  3,8L - HIGH ONE CL-AF611",37 500 CFA,16 heures,"Patte d'oie, Dakar, Sénégal",Autre électromenager,Produit neuf,disponible
Climatiseur Midea 2cv,135 000 CFA,16 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Climatiseurs & ventilateurs,,
Mazda CX-5 2018,11 500 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Polo Lacoste,6 500 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Gamer Asus i7 ram 16gb,Prix sur demande,17 heures,"Guediawaye, Dakar, Sénégal",Ordinateurs,,
Peugeot 3008 2013,4 350 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Getzner Super Manium gold original,12 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Chaussures  homme,18 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Iphone 14 pro max 128go esim,345 000 CFA,17 heures,"Guediawaye, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Chaussures homme,18 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Djipir,2 500 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Getzner Super Manium gold,12 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Chaussures homme,16 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Chariots barbecue,150 000 CFA,17 heures,"Colobane, Dakar, Sénégal",Vaisselle,,
Ford Edge 2019,11 000 000 CFA,17 heures,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Renault Clio 4 2015,4 500 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Toyota Prado 2017,34 500 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Location villa R+2 -Mamelles,2 000 000 CFA,17 heures,"Mamelles, Dakar, Sénégal",Villas,,
Lot 2 vélos,70 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vélos & trottinettes,,
"Smart TV LG 65""",350 000 CFA,17 heures,"Pikine, Sénégal","TV, box  & Vidéo projecteurs",,
Caisse pliante transformable en   lit,50 000 CFA,17 heures,"Colobane, Dakar, Sénégal",Meubles,,
Chemise coton,6 500 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Cargo,7 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Getzner super manium gold,12 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Chaussures homme,20 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Chaussures Homme,,disponible
Renault QM6 2017,12 000 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
PC Lenovo yoga,110 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Hyundai Sonata 2012,3 000 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Location appartements 4 pièces - Yoff,250 000 CFA,17 heures,"Yoff, Dakar, Sénégal",Appartements,,
Ipad pro M4 13 pouces,680 000 CFA,17 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Ensemble homme,13 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Vente villa haut standing  -Point E,910 000 000 CFA,17 heures,"Point E, Dakar, Sénégal",Villas,,
Peugeot 308 2017,4 900 000 CFA,17 heures,"Dakar, Sénégal",Voitures,,
Polo Lacoste,6 500 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Ford Escape 2018,8 000 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Hyundai Accent 2015,4 300 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Mazda CX-9 2019,14 500 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Getzner Super Manium gold original,12 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Thioub Palmane Getzner original,45 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Tissus & Foulards,,disponible
Iphone 15 plus 128g,410 000 CFA,17 heures,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Mitsubishi Outlander 2017,8 500 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Location appartements 4 pièces - Virage,500 000 CFA,17 heures,"Yoff, Dakar, Sénégal",Appartements,,
Opel Astra 2015,4 000 000 CFA,17 heures,"Parcelle Assainies, Dakar, Sénégal",Voitures,,
Hyundai Palisade,25 500 000 CFA,17 heures,"Parcelle Assainies, Dakar, Sénégal",Voitures,,
"Fat bike americain 26""",139 900 CFA,17 heures,"Ouakam, Dakar, Sénégal",Vélos & trottinettes,Produit neuf,disponible
Samsung Galaxy Z Fold 3,270 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Téléphone M-horse,60 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Location appartements 2 pièces - Almadies,600 000 CFA,17 heures,"Almadies, Dakar, Sénégal",Appartements,,
Apple Watch SE 2023,100 000 CFA,17 heures,"Keur Massar, Sénégal",Montres connectées & GPS,,
Renault 21 2000,3 550 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Location appartements 4 pièces  - Almadies,500 000 CFA,17 heures,"Almadies, Dakar, Sénégal",Appartements,,
Samsung Galaxy S23 ultra,380 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Location magasin aux  Almadies,600 000 CFA,17 heures,"Almadies, Dakar, Sénégal",Bureaux & Commerces,,
Iphone 11 pro max  64gb,200 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
iPhone 16pro -128Go,580 000 CFA,"Medina, Dakar, Sénégal",Téléphones & Tablettes,"Medina, Dakar, Sénégal",,
Poste de soudure GYS Expert 220 DV,85 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Autre matériel professionnel,,
Hyundai I30 2017,6 900 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Citroen DS7 hybrid 2023,23 500 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Iphone XR 128gb,120 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Moustiquaire VIP 3 places,10 000 CFA,17 heures,"Colobane, Dakar, Sénégal",Literie & Matelas,,
PC HP core  i5,Prix sur demande,17 heures,"Guediawaye, Dakar, Sénégal",Ordinateurs,,disponible
Renault QM3 2017,6 800 000 CFA,17 heures,"Dakar, Sénégal",Voitures,,
Location appartements 4 pièces - Almadies vue mer,1 300 000 CFA,17 heures,"Almadies, Dakar, Sénégal",Appartements,,
Hyundai Tucson 2017,7 800 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Godox  LC 500,100 000 CFA,17 heures,"Dakar, Sénégal",Ordinateurs,,disponible
M-horse,65 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tablette Atouch,65 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Téléphone M-horse,60 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Chevrolet Traverse 2016,4 000 000 CFA,17 heures,"Dakar, Sénégal",Voitures,,
Samsung Galaxy S21+ 256gb,185 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Location studio meublé à louer place de l'indépendance,975 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Appartements meublés,,
Location studio - Cité Keur guorgui,200 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Appartements,,
PlayStation 4 Pro,140 000 CFA,17 heures,"Dakar, Sénégal",Jeux vidéo & Consoles,,disponible
Dell i5 11th gen ram 16gb intel iris,Prix sur demande,"Guediawaye, Dakar, Sénégal",Ordinateurs,"Guediawaye, Dakar, Sénégal",,
Iphone 11  128gb,150 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
BMW X1 2017,12 900 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
HP Probook  X360,100 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Iphone 11,146 500 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Realme  C53,85 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Chapelet avec boîte,4 000 CFA,17 heures,"Colobane, Dakar, Sénégal",Autres accessoires,,
Tableau  Art,10 000 CFA,17 heures,"Colobane, Dakar, Sénégal",Vêtements Homme,,
Lenovo i7 Yoga- 16go ram- 14 pouces,130 000 CFA,"HLM, Dakar, Sénégal",Ordinateurs,"HLM, Dakar, Sénégal",,disponible
Bassin riche,5 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Location appartements 4 pièces - Liberté 6,350 000 CFA,17 heures,"Sicap Liberté, Dakar, Sénégal",Appartements,,
Bassin riche,5 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
"Vidéoprojecteur  4k wifi  10.000 Lumens 130 pouces (3,30m) Rotation à 180°",37 500 CFA,"Patte d'oie, Dakar, Sénégal","TV, box  & Vidéo projecteurs","Patte d'oie, Dakar, Sénégal",Produit neuf,disponible
Rideaux avec anaux paquets de 2 rideaux,12 000 CFA,17 heures,"Colobane, Dakar, Sénégal",Linges de maison,,
Super mixeur mill grater 2 en 1,15 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Petit électroménager,Produit neuf,disponible
Peugeot 207 SW  2013,3 800 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
BMW X5 2021,42 500 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Mazda CX-5 2016,8 900 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Iphone 11,146 500 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone  Xr,110 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Bassin riche,5 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
Location Kia K3,135 CFA,17 heures,"Mariste, Dakar, Sénégal",Location de véhicules,,
Bassin riche,5 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Vêtements Homme,,disponible
HP ordinateur Spectre,160 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Dell L’attitude 5420,220 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Hyundai Tucson 2015,5 700 000 CFA,17 heures,"Dakar, Sénégal",Voitures,,
Samsung Galaxy S23 ultra,450 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 11  64gb,125 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Hyundai Elantra GT 2017,5 200 000 CFA,17 heures,"Dakar, Sénégal",Voitures,,
Clavier ipad 10.2/10.5,45 000 CFA,17 heures,"Medina, Dakar, Sénégal",Accessoires Informatiques,,disponible
Location appartements 4 pièces - Ngor almadies,700 000 CFA,17 heures,"Ngor, Dakar, Sénégal",Appartements,,
Samsung Galaxy Z Fold 3,310 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Location appartements 4 pièces - Ngor almadies,700 000 CFA,17 heures,"Ngor, Dakar, Sénégal",Appartements,,
"Paire talkie-walkie bidirectionnelle baofeng 88e, avec indicateurs led portée 3km",23 000 CFA,"Patte d'oie, Dakar, Sénégal",Caméras et Matériel de surveillance,"Patte d'oie, Dakar, Sénégal",Produit neuf,disponible
Ford Fusion 2014,3 100 000 CFA,17 heures,"Mbao, Dakar, Sénégal",Voitures,,
Jouet voiture de course miniature à construire 16 pièces,3 000 CFA,17 heures,"Patte d'oie, Dakar, Sénégal",Jeux et Jouets,Produit neuf,disponible
Andoer rf-550d macro 48 led anneau flash light lcd display power control pour canon nikon pentax olympus panasonic sony dslr,5 000 CFA,17 heures,"Patte d'oie, Dakar, Sénégal",Appareils photos et Caméras,Produit neuf,disponible
Napp de table,8 000 CFA,17 heures,"Colobane, Dakar, Sénégal",Vêtements Femme,,
Range Rover Evoque 2017,14 500 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Ford Edge Titanium 2019,12 700 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Realme C53,85 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,
Redmi  Note 13 pro,145 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,
Location villa  6 pièces - Yoff onomo,1 000 000 CFA,17 heures,"Yoff, Dakar, Sénégal",Villas,,
Location appartement neuf 4 pièces - Liberté6,500 000 CFA,17 heures,"Sicap Liberté, Dakar, Sénégal",Appartements,,
Pencil usb c,85 000 CFA,17 heures,"Medina, Dakar, Sénégal",Accessoires Téléphonie,,disponible
Location appartement  F4 aux Almadies,750 000 CFA,17 heures,"Almadies, Dakar, Sénégal",Appartements,,
Samsung Galaxy A26,155 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone XR,103 500 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Terrain - Castor,175 000 000 CFA,17 heures,"Dakar, Sénégal",Terrains,,
"Caméra de surveillance wifi 1080p avec vision nocturne, bidirectionnelle, rotation panoramique détection de mouvement   ia",10 000 CFA,"Patte d'oie, Dakar, Sénégal",Caméras et Matériel de surveillance,"Patte d'oie, Dakar, Sénégal",Produit neuf,disponible
Location appartement 4 chambres salon Keur guorguu,700 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Appartements,,
Location Hyundai Grandeur,135 CFA,17 heures,"Mariste, Dakar, Sénégal",Location de véhicules,,
Samsung Galaxy Z Fold 4,420 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tablette Homii  Xbook 11,65 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Lenovo i3 Yoga +  écran tactile X360,100 000 CFA,"HLM, Dakar, Sénégal",Ordinateurs,"HLM, Dakar, Sénégal",,disponible
Tablette Atouch,40 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Mitsubishi Outlander gt 2017,7 000 000 CFA,17 heures,"Fass, Dakar, Sénégal",Voitures,,
Hyundai Santa fe 2017,9 450 000 CFA,17 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Samsung Galaxy A36 5G,180 000 CFA,17 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Location Hyundai Avante,135 CFA,17 heures,"Mariste, Dakar, Sénégal",Location de véhicules,,
Machine sérigraphie siasprint 4 couleurs,350 000 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal",Autre matériel professionnel,,
Location appartement 3 chambres Salon Maristes,350 000 CFA,18 heures,"Mariste, Dakar, Sénégal",Appartements,,
Tablette Atouch X19 ultra,65 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tablette Origimo opad 50 art,65 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Peugeot 308 2017,7 300 000 CFA,18 heures,"Dakar, Sénégal",Voitures,,
Sac de voyage,10 000 CFA,"Colobane, Dakar, Sénégal",Maroquinerie & Bagagerie,"Colobane, Dakar, Sénégal",,
Location appartement F4 à Fann mermoz sur la corniche,2 500 000 CFA,18 heures,"Fann, Dakar, Sénégal",Appartements,,
Tablette Atouch X18 ultra,45 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tablette Atouch a Pad 3,40 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Écouteurs  bluetooth Sens,12 500 CFA,18 heures,"Mermoz-Sacré Coeur, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,
Location appartements meublés 3 pièces - Dakar,40 000 CFA,18 heures,"Dakar, Sénégal",Appartements meublés,,
Renault Trafic 2016,49 500 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Voitures,,
Location appartements meublés 1 pièces - Dakar,30 000 CFA,18 heures,"Dakar, Sénégal",Appartements meublés,,
Ford Fiesta 2013,2 900 000 CFA,18 heures,"Dakar, Sénégal",Voitures,,
Renault Samsung QM3 2017,6 800 000 CFA,18 heures,"Dakar, Sénégal",Voitures,,
Kia Sportage EX 2018,9 800 000 CFA,18 heures,"Ouest Foire, Dakar, Sénégal",Voitures,,
Location appartement  5 pièces à  Virage,1 000 000 CFA,18 heures,"Yoff, Dakar, Sénégal",Appartements,,
Hyundai Accent 2017,4 500 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Mitsubishi RVR  2017,6 700 000 CFA,18 heures,"Dakar Plateau, Dakar, Sénégal",Voitures,,
Toyota Rav4 2009,4 500 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Renault Master 2016,10 000 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Expert en projet montage projet,100 000 CFA,18 heures,"Dakar, Sénégal",Autres services,,
Nissan Qashqai 2018,8 300 000 CFA,18 heures,"Sicap Liberté, Dakar, Sénégal",Voitures,,
"Set de morsure de pêche avec alarme sonore et lumière led, à clipser sur canne à pêche",3 000 CFA,18 heures,"Patte d'oie, Dakar, Sénégal",Autres Sports & Loisirs,Produit neuf,disponible
Fiat Doblo 2010,4 500 000 CFA,18 heures,"Colobane, Dakar, Sénégal",Voitures,,
Volkswagen Tiguan 2016 sous douane,5 500 000 CFA,"Dakar, Sénégal",Voitures,"Dakar, Sénégal",,
Mazda CX-9 2016,12 900 000 CFA,18 heures,"Dakar, Sénégal",Voitures,,
Mitsubishi Outlander 2020,11 300 000 CFA,18 heures,"Dakar, Sénégal",Voitures,,
Kia Sportage 2012,4 700 000 CFA,18 heures,"Fass, Dakar, Sénégal",Voitures,,
Location appartements meublés 2 pièces - Dakar,35 000 CFA,18 heures,"Dakar, Sénégal",Appartements meublés,,
ThinkPad T14 RYZEN 5 4650U,250 000 CFA,18 heures,"Dakar, Sénégal",Ordinateurs,,disponible
PC  fixe HP  université centrale,85 000 CFA,18 heures,"Dakar, Sénégal",Ordinateurs,,disponible
Haut parleur bluetooth 3 en 1 avec lampe d'ambiance  et station  chargeur sans fil pour smartphone,7 500 CFA,18 heures,"Patte d'oie, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Pochette magsafe S25,10 000 CFA,18 heures,"Medina, Dakar, Sénégal",Accessoires Téléphonie,,disponible
